,city,country,latitude,location_data_accuracy,longitude,state,availability,average_image_size,bathroom,bedroom,cat,date_available,description,dog,housing_type,image_number,laundry,parking,price,smoking,square_footage,url
4994436525,Arlington,US,38.849045,10,-77.078895,VA,available now,22500, 2,2 ,cats are OK - purrr,2015-04-24,"
        Twenty400, managed by UDR
2400 24th Road South
Arlington, VA 22206
show contact info



Come meet the caring and professional staff at Twenty400! Visit today!

This two bedroom apartment features a modern kitchen and washer and dryer in the unit. This apartment requires a $100 deposit.

Apartment Features
* Central Heat and Air
* Pre-wired for internet and cable
* Dishwasher
* Stainless Steel Appliances
* Granite Countertops
* Refrigerator, Microwave, Dishwasher & Electric Stove
* Extra Storage
* Washer and Dryer in unit
* Private Patio or Private Balcony (on select apartments)
* Energy Star Appliances
* Air Conditioning

[#1645821]
",dogs are OK - wooof,apartment,12,w/d in unit,,$2070,,1032,http://washingtondc.craigslist.org/nva/apa/4994436525.html
4994436816,Fairfax,US,38.877600,22,-77.388500,VA,available now,20769, 1,2 ,cats are OK - purrr,2015-05-22,"
        $1460/ 2br - 985ft² - Pet Friendly 2 bedroom, 1 baths; Great Location!

Looking for a place where you feel at home? East Meadow Apartments can offer you a friendly, respectful environment, convenience to local shopping and dining, close to major highways and public transportation. East Meadow Apartments offer spacious apartments with plenty of storage space. In addition, we pride ourselves in offering the most excellent customer service! We want to make your stay with us an enjoyable one and we hope you will give us the opportunity to do so.

Community Features:

Fully Equipped Kitchen, Dishwasher, Convenient Laundry Facilities, In-home Washer/Dryer,
Central Air Conditioning, Balcony or Patio, Great Storage Space, Ceramic Tile Baths,
Separate Dining Room, New, Thermal-pane Windows, Swimming Pool, Playground, Picnic Area, Clubhouse, Fitness Center, Services for Our Residents, Recycling Program, Beautifully Landscaped Grounds, Off-street Parking.

Residents are responsible for paying utilities. Please call for further information or visit our website.
School Information:

Fairfax County Public School District
•	Elementary: Greenbriar East Elementary School
•	Middle School: Rocky Run Middle School
•	High School: Chantilly High School

The Following breeds are restricted (no full or mix breeds):
Akitas, Chow Chows, Dalmatians, Dobermans, Great Danes, Huskies, Pit Bulls, Staffordshire Terriers, German Shepherds and Rottweiler's.	


Prices are subject to change based on availability.

Apartment 4007 D 2nd Floor Available for Move In  May 22, 2015 or Within Two Weeks!

Near: Annandale, Vienna, Fairfax, Chantilly, Centreville, Dulles, Reston, Herndon, Arlington, Falls Church, Springfield

East Meadow Apartments has accessibility to I-495, U.S. Route 50, and Route 66, there is also a nearby bus to the Metro Station. Also, Fair Oaks Mall and Greenbriar Shopping Center are nearby. College students Northern Virginia Community College and George Mason University are nearby. 


Copy this link in your browser to view our video:      www.EastMeadowVA.com/video


Visit our website:	www.EastMeadowVA.com/CL

Call us today for an appointment: 
 show contact info
or come by during office hours for a tour: 
4023 Majestic Lane, Fairfax, VA 22033
",dogs are OK - wooof,apartment,13,w/d in unit,street parking,$1460,,985,http://washingtondc.craigslist.org/nva/apa/4994436816.html
4994436962,Springfield,US,38.787871,0,-77.186241,VA,available now,18000, 1,1 ,cats are OK - purrr,2015-04-24,"
        Chelsea Square, managed by Gates Hudson
5734 Backlick Road
Springfield, VA 22150
show contact info



View today! This apartment won't last long. 

This apartment features a fully-equipped kitchen with dishwasher and frost free refrigerator. 

Community Features
* Controlled Access
* Easy Freeway Access
* Laundry Care Center
* Minutes from Restaurants, Shopping, and Much More
* Bike Racks
* Professionally Managed
* Playground
* Shimmering Pool
* Package Acceptance
* After-Hours Emergency Maintenance
* Renters Insurance is Required
* Easy Access to Public Transportation

[#1645661]
",dogs are OK - wooof,apartment,15,laundry in bldg,,$1255,,776,http://washingtondc.craigslist.org/nva/apa/4994436962.html
4994437861,Ashburn,US,39.014200,22,-77.528500,VA,available now,18000, 2.5,3 ,,2015-04-24,"
        Gorgeous TH model more than 2600 sf. Spacious home with 3 BRs, 2.5 baths, office/den and rec room. Main level w/ beautiful hardwood floors with full LR, DR, family room w/fpl and gourmet kitchen w/new granite counters and new tile floors. Walkout to courtyard patio and rear 2-car detached garage. ML MBR suite, laundry lvl. Upper level with 2 bedrooms, bath, recreation room and ample storage.

Sean Sharifi
Lydia Real Estate LLC
show contact info
",,townhouse,15,w/d in unit,detached garage,$2400,no smoking,3052,http://washingtondc.craigslist.org/nva/apa/4994437861.html
4994440293,Alexandria,US,38.791200,0,-77.081400,VA,available now,0, 2,3 ,cats are OK - purrr,2016-04-15,"
        ﻿The Shelby Luxury Apartments6200 North Kings Highway, Alexandria, VA 22303Mid-Rise Flats
240 Units, Built 2014


show contact info
Huge 2 bedrooms aparments with dens!See link below for more information.
http://www.TheShelby.HomeFinderCL.com/k/s6/fm/b72br.html?i=KS6FM&r=cl

Floor Plan Details
""B7 2BR/2BA/DEN"", 2+ bed/2 bath, 1082 sqft, Flat/Single Level

More About This Property
The Shelby is part classic style and all modern swank. She's a throwback and a step forward - a true celebration of iconic American culture, art, and industry. Brand new studio, one and two bedroom apartment homes convenient to Old Town Alexandria, National Harbor, Fort Belvoir and DC. Walk less than a half mile to the Huntington Metro or enjoy easy access to 295, 395 and 495. The Shelby provides the lifestyle you're looking for in the perfect location.

Spacious apartments with modern features and state-of-the-art amenities provide the perfect mix of comfort and convenience. NOW OPEN, LEASING INCENTIVES AVAILABLE!

""Away from Home"" Services
Extensive resident and neighborhood activities
BuildingLink: a resident portal and mobile app that allows you to track packages, submit service requests, and track community events and neighborhood happenings - it makes life at The Shebly a breeze.


FeaturesGourmet, chef-inspired kitchensImported white rose granite countertopsWhirlpool Stainless steel, Energy Saver appliancesMaple kitchen cabinetryKaindl wood plank flooring throughout the living/dining & kitchen areasFull-size washers and dryersPorcelain tiled bathrooms with granite countertops and linen closetsSpacious closets and kitchen pantries9' ceilingsKeyless entryOutdoor balconies and terraces*Moveable kitchen islands*, great for entertainingAmenitiesLocal Art from over 40 commissioned artistsFree WiFi and communal table in our warm and inviting lobbyCentral Fireplace, Open Kitchen, and Comfy Furniture in our Lounge24-Hour Fitness Center complete with The BoxStudy Area with 27"" MacPool hall with 90"" HDTVOutdoor Patio with Fire PitBackyard lawn with movie screen and pavilionLocal parkResort-style outdoor poolBark & Bubbles dog bathing stationBike Storage and Fix-It StationControlled Access Parking GarageEco-Conscious DesignElectric Car Charging StationServices24-hour maintenancePackage acceptanceOnline and mobile rent paymentMobile scheduling servicesWiFi in common areas""Away from Home"" ServicesExtensive resident and neighborhood activitiesBuildingLink: a resident portal and mobile app that allows you to track packages, submit service requests, and track community events and neighborhood happenings - it makes life at The Shebly a breeze.Why The Shelby - Modern Luxury Mid-Rise Apts is the best place to come home to in the Alexandria area

""I've lived at the Shelby for just about a month - and I LOVE it. The amenities are awesome, the leasing consultants and management team are always personable and friendly - and make a conscious effort to get to know all of their residents."" -- Jon G

""The floor plans are perfect for small families or couples. Hardwood floors throughout, beautiful countertops, energy efficient (and did I mention brand new??) appliances make The Shelby pretty awesome!"" -- Resident 

""I have just moved into the Shelby and Iove it .. the amenities this building offers is fantastic. Being a brand new building you get to be the first to live in the apartment with energy efficient appliances, hardwood floor in the kitchen and living room area."" -- Kelli H

Cats Allowed / Dogs Allowed
Breed and weight restrictions may apply.
Dogs: Certain breed and weight restrictions apply.

Open Hours
Monday: 9:00 am - 6:00 pm
Tuesday: 9:00 am - 7:00 pm
Wednesday: 9:00 am - 6:00 pm
Thursday: 9:00 am-7:00 pm
Friday: 8:00 am - 5:00 pm
Saturday: 10:00 am - 5:00 pm
Sunday: 12:00 pm - 5:00 pm
Closed most U.S. holidays



The monthly rental price stated on Craigslist is accurate at the time or post.
Please call to verify all pricing and availability as it may be subject to change daily.

The Shelby / Equal Housing Opportunity
:.- -.: :::..-.::::-.....-::-.:: :....-.....-.:.:-::::.-:::.. :::.-...::

TmdXcMwUcY aeKC mdX pIQgE Rla YmdXytJ lmdXa FmdXbza PmdXwa umdXwg EHO / This Property iS AN EquaL HOuSiNg opPortuNIty pRovidER bbXSBD agUJW RmdXcHw
    ",dogs are OK - wooof,apartment,0,w/d in unit,attached garage,$2765,no smoking,1359,http://washingtondc.craigslist.org/nva/apa/4994440293.html
4994442677,Washington,US,38.938944,10,-77.060475,DC,available now,54000,,0,cats are OK - purrr,2015-04-24,"
1  bedroom 1 bath 753sqft $1,798 - $1,950/mo 3801 Connecticut Avenue  CALL US TODAY: 
 show contact info
x112 Want more information? http://unit-availability.com/lead/3p1570583639/1?extnId=4405446 DESCRIPTION:  When you live at 3801 Connecticut Avenue you can dine at a small cafe, shop for the latest must-have accessories, take in the latest box office smash, or peruse an art gallery.?? On the other hand, you could just relax at home and enjoy the view.?? Because where you live is every bit as important as how you live Amenities Community Amenities •.3 miles from Cleveland Park Metro (red line) •24 Hour Emergency Maintenance •Biking and walking trails •Bus stop right outside •Concierge •Fitness Center •Garage parking available •Guest suite available •Resident lounge with billiards •Secure key fob access •Utilities included (water & electric) Apartment Amenities •Connecticut Ave. and park views available •Custom kitchen tile backsplashes •Designer wood-plank flooring •Huge closets with custom shelves available •New ceiling fans and light fixtures •Sleek stainless steel appliances Pet Policy Pets - Max 2 allowed, Max weight 40 lb each, One time Fee $500.00, Rent $50.00 Comments: Cats and Dogs Allowed OFFICE HOURS:Monday:   9:00am to 6:00pm Tuesday:   9:00am to 6:00pm Wednesday:   9:00am to 6:00pm Thursday:   9:00am to 6:00pm Friday:   9:00am to 6:00pm Saturday:   9:00am to 5:00pm Sunday:   10:00am to 5:00pm  FLOORPLAN/UNIT AMENITIES:  * Patio/Balcony  * Washington DC View  * Garage Parking Available  * Upgraded Carpet  * Fully equipped kitchens  * Community Storage  * Controlled building access  * Utilities Included  * Park View  * Hardwood Flooring  PROPERTY AMENITIES:  * Laundry  * Elevator  * Near Public Transit  * Social Room  * 24-Hour Availability  * 24-Hour Front Desk  * On-site Maintenance  * On-site Management  * Controlled Access  * Fitness Center  * Package Receiving  CALL US TODAY! 
show contact info
x112  3801 Connecticut Ave Nw  Washington, dc 20008  Managed By: Bozzuto Management Company* Equal Housing Opportunity
    ",dogs are OK - wooof,apartment,5,,,$1798,,7523,http://washingtondc.craigslist.org/nva/apa/4994442677.html
4994442733,Alexandria,US,38.791200,0,-77.081400,VA,available now,90000, 1,1 ,cats are OK - purrr,2015-04-24,"
1 Bedroom with Tons of Storage Space!!!View More Photos and
Floor Plan Graphic / Vacancy Details!

c o p y & p a s t e

http://www.TheShelby.HomeFinderCL.com/m/f9/bb/a61br.html?i=MF9BB&r=cl


The Shelby

 Call Now: 
show contact info

 6200 North Kings Highway, Alexandria, VA 22303

 ""A6 1BR"", 1 bed/1 bath, 680 sqft, Flat/Single Level



 Interior FeaturesGourmet, chef-inspired kitchensImported white rose granite countertopsWhirlpool Stainless steel, Energy Saver appliancesMaple kitchen cabinetryKaindl wood plank flooring throughout the living/dining & kitchen areasFull-size washers and dryersPorcelain tiled bathrooms with granite countertops and linen closetsSpacious closets and kitchen pantries9' ceilingsKeyless entryOutdoor balconies and terraces*Moveable kitchen islands*, great for entertaining Community AmenitiesLocal Art from over 40 commissioned artistsFree WiFi and communal table in our warm and inviting lobbyCentral Fireplace, Open Kitchen, and Comfy Furniture in our Lounge24-Hour Fitness Center complete with The BoxStudy Area with 27"" MacPool hall with 90"" HDTVOutdoor Patio with Fire PitBackyard lawn with movie screen and pavilionLocal parkResort-style outdoor poolBark & Bubbles dog bathing stationBike Storage and Fix-It StationControlled Access Parking GarageEco-Conscious DesignElectric Car Charging Station

The monthly rental price stated on Craigslist is accurate at the time or post.
Please call to verify all pricing and availability as it may be subject to change daily.

The Shelby is an Equal Housing Opportunity Provider
.-: :-. ...--:-....:-----:..:-.. .----:-----:-...:.----:.- ...-:---..

aeKC aNMkZD YIcmynY lIcma rIcmcHy Icm pIQgE Rla agUJW TIcmcMvFpV UIcmwg EHO / This Property iS AN EquaL HOuSiNg opPortuNiTY proVIdEr FIcmbyr PIcmwa
    ",dogs are OK - wooof,apartment,3,w/d in unit,attached garage,$1773,,748,http://washingtondc.craigslist.org/nva/apa/4994442733.html
4994444615,,,,,,,available now,22500, 1,1 ,cats are OK - purrr,2015-06-22,"
        Dominion Middle Ridge, managed by UDR
12280 Creekview Circle
Woodbridge, VA 22192
show contact info


VIEW OUR WEBSITE:

http://www.middleridgeapt.com


100% Maintenance Free Living in a centrally located Apartment Community  near great schools, major commuter routes, Potomac Mills and so much more, ALL in the heart of Lake Ridge, VA!  

Enjoy shopping and dining within walking distance or take a quick 15 minutes trip to Potomac Mills Mall, the 10th largest tourist attraction in the state! Come tour Dominion Middle Ridge Today, one of the most unique and sought after communities in Lake Ridge, VA! 



This one bedroom apartment has a spacious bedroom with large walk-in closet. This apartment requires a $0 deposit.



Visit Dominion Middle Ridge today and experience better apartment living in Lake Ridge, VA! Our spacious apartments have been upgraded and are a MUST SEE! Hurry because these Spring Specials will go quick! 







[#1645791]
",dogs are OK - wooof,apartment,12,w/d in unit,off-street parking,$1188,,588,http://washingtondc.craigslist.org/nva/apa/4994444615.html
4994444676,Arlington,US,38.898937,0,-77.077082,VA,available now,30000, 1,1 ,cats are OK - purrr,2015-04-24,"
2 Free Parking Spots! Welcome To Your New Home!Park Georgetown Apartments Welcome to Park Georgetown Signature Apartments! Call Now: 
 show contact info
 2100 N Pierce Street, Arlington, VA, 22209Additional Information:http://vanmetre.parkgeorgetownapt.com/94kq33 Park Georgetown is centrally located in beautiful Arlington, in northern VA. These signature apartments overlook the entire Washington, DC skyline, just across the Potomac River, giving you a dramatic ""post card"" view to the Nation's Capital. Park Georgetown is near Metro and just minutes from historic Georgetown, Capitol Hill, The White House and Washington DC's central business district. Features - Washer and Dryer Onsite - Uniquely designed studios, 1 and 2 bedroom homes - Spacious floorplans - Sunny, fully-equipped kitchens - Microwave ovens - Dishwashers - Frost-free refrigerators - Disposals - Individually controlled heating and air conditioning - Carpet or hardwood flooring - Newly renovated units - Private balconies and several rooftop terraces Amenities - Resident activities - 24-hour Fitness Facility - One Business Day maintenance response - 24-hour Express Maintenance - Community activities - Picnic area - Courtyard with benches - Pet Policy: No weight limit- breed restriction- pit bulls - Flexible Lease Terms - Renter Reward program - Blocks from Rosslyn Metro - Walking distance to shops and restaurants - Immediate access to I-66, Route 50 and I-395 - Near Ronald Reagan National Airport Pet Policy 100% Pet Friendly!! Upfront Pet Fee Currently Waived on Special. Office Hours Monday - Friday: 9:00am - 6:00pmSaturday: 10:00am - 5:00pmSunday: 11:00am - 5:00pm  Managed by Van Metre Companies Equal Housing Opportunity Pricing may include current special and is subject to change without notice. Fri, Apr 24, 2015, 09:13:07 32672388759127623 
",dogs are OK - wooof,apartment,9,laundry on site,off-street parking,$1680,,648,http://washingtondc.craigslist.org/nva/apa/4994444676.html
4994444878,Alexandria,US,38.818052,0,-77.148064,VA,available now,45000, 2,2 ,cats are OK - purrr,2016-04-16,"
        Crystal Woods of Alexandria  

2 Beds 2 Bath for $1799 come in today! 

Metro station is about 2.4 miles away, 

Washer and Dryer are located in all of our homes*
Our community provides residents with great amenities contact for more information. 


Visit our website for additional information www.crystalwoodsapts.com
show contact info



**Offer not valid for current residents, subject to availability and expires in 2 days following this posting**
",dogs are OK - wooof,apartment,6,w/d in unit,off-street parking,$1799,,1020,http://washingtondc.craigslist.org/nva/apa/4994444878.html
4994445187,,,,,,,available now,45000, 2,2 ,cats are OK - purrr,2015-04-24,"
*SPECIAL: Ask us about our Free Rent Special. Also take advantage of our reduced move-in fees! *Restrictions apply Relax. Breathe. Unwind. Refresh.Connect@, Play@, Thrive@, AtleyCall Now: 
 show contact info
Additional Information:http://fairfield-apts.com/39ox23This is a 1246 Sq. Ft., 2 Bedroom, 2 Bath, Apartment Home. Ashburn's newest luxury apartment community is NOW OPEN! Our community offers homes with high-end finishes and thoughtful touches such as island kitchens, granite countertops, stainless steel appliances, wood-style flooring and so much more. Here you're well-connected to the Future Metro or jump on Dulles Greenway where you're minutes from shopping and dining. Welcoming design and matchless location, it's all here for you at our community. Apartment Home Features - Stainless steel Energy Star appliances including gas stove - Shaker cabinets in either antique white or espresso color palette - Modern kitchens with rich granite counters and under mount sinks - Spacious Kitchen pantry - Gourmet kitchen islands and breakfast bar with pendant lighting* - Dual steel sink with disposal and pull-out sprayer - Wood style flooring* - Generously appointed baths with oversized soaking tub and walk-in shower* - Custom designed vanity with granite countertops* - Framed vanity mirrors - Ceramic tile flooring - Dual sinks in master baths* - Linen closets* - Spacious walk-in closets with custom shelving - Unique Earthcraft Certified Features - Unique 1, 2 and 3 bedroom design with contemporary finishes - Impressive nine-foot or vaulted ceilings with crown molding - Full-size washer/dryer provided in every home - Built-in desks with bookshelves* - Computer niche with built-in workstations* - Den with built-in desks & bookshelves* - Illuminated ceiling fans in living room and master bedroom - Separate dining rooms with track lighting* - Custom color accent walls*  - Multiple outlets for Internet, cable and phone - High efficiency gas hot water heater - Private patios and balconies - Intrusion alarms - Expansive dual pane windows with two-inch blinds - Reduced VOC paint - Low VOC carpeting - Low E rated windows allowing for tighter seal - High efficiency light fixtures throughout - Aquatherm HVAC - Carbon Monoxide Detector Community Amenities - Clubroom with cozy fireplace, TV lounge, gourmet presentation kitchen and dining area - Game Room and Billiard Room - 24-hr Fitness center with premium equipment, separate aerobics and yoga area, free weights - Sparkling lap pool with spa and waterfall and large pool featuring a separate kids' pool - Pool area showers & bathrooms - Open air gazebos - FREE Wi-Fi in amenity areas - Outdoor fireplace lounges - 24-hour Multi-station business center with computers and printer - Beautifully landscaped courtyards - Attached and detached garages with openers* - Bark Park with agility equipment - Poolside BBQ grills and picnic areas - Walking/jogging trail - Gated community - Smoke Free community Pet Policy 2 Pets Per Apartment. *Breed Restrictions Apply. Pets over 20lbs must be on First Floor. Driving Directions From Rt 28: Take Waxpool Rd/VA-625 W toward Ashburn. Continue aprx 1 mile, Turn left onto Loudoun County Parkway. Continue 1 mile, Turn right onto Shellhorn Road. Continue 2 miles and Community will be on the left. Office Hours 10:00 am - 7:00 pm: Mon, Tue, Thurs, Fri11:00 am - 7:00 pm: Wed 10:00 am - 5:00 pm: Sat 12:00 pm - 5:00 pm: Sun Equal Housing Opportunity Pricing may include current special and is subject to change without notice. Photos on this ad may not reflect all floorplans.Advertised availability is subject to change without notice and cannot be guaranteed. Fri, Apr 24, 2015, 12:01:37 32672388943827623 
",dogs are OK - wooof,apartment,6,w/d in unit,off-street parking,$1890,no smoking,1246,http://washingtondc.craigslist.org/nva/apa/4994445187.html
4994445302,Alexandria,US,38.832584,10,-77.115493,VA,available now,54000, 2,2 ,cats are OK - purrr,2015-04-24,"
        It's all about location!	
Southern Towers is located right off of I-395 at Seminary Road in Alexandria, we have a Metro Bus stop on our property servicing many major bus routes, and are minutes from the Van Dorn, King Street, and Pentagon Metro stations. Our location provides easy and quick access to I-495 and I-95, NVCC Alexandria Campus, the Pentagon, Pentagon City Mall, and downtown Washington, D.C.

Community Features:
-	No security deposit
-	All utilities included (gas, electric, water)
-	Ample free parking
-	Pets welcome (weight and breed restrictions apply)
-	Children's playgrounds
-	Two outdoor swimming pools
-	Tennis courts
-	Picnic areas
-	Storage Lockers
-	Premier Parking
-	Resident Portal
-	Social Room for events (birthday party, baby shower, and etc.)
-	Beautiful views of Washington D.C.
-	Located on site: convenience store, bank, doctor's offices, hair salons, and daycare
-	Weekend farmers market
-	Walking distance to Mark Center, NVCC Alexandria Campus


Our Apartments & Buildings Feature:
-	Bright, spacious rooms and double closets
-	Hardwood floors
-	Convenient laundry facilities on each floor
-	Exercise rooms in each building
-	Renovated lobbies with Wi-Fi
-	24-hour reception desk



Availability and prices subject to change.
We do business in accordance with all applicable Fair Housing Laws.
",,apartment,5,laundry in bldg,off-street parking,$2025,no smoking,1450,http://washingtondc.craigslist.org/nva/apa/4994445302.html
4994445372,McLean,US,38.953000,22,-77.229500,VA,available now,54000, 2,2 ,cats are OK - purrr,2015-04-24,"
New Lower Rates -Limited Time Only  Lofts at Park Crest ABSOLUTELY SUBLIME. 8210 Crestwood Heights Dr., McLean, VA, 22102 Phone: 
 show contact info
Additional Information:http://lease.monogramres.com/159220 This is a 1200 Sq. Ft., 2 Bedroom, 2 Bath, Apartment Home.  Its about the poetry of light. The finely tuned metropolis experience. Being one of the style makers, not followers. Welcome to The Lofts at Park Crest -- Washingtons living, breathing example of distinction, urban and edge. This collection of mid-rise loft residences contains no fluff, no pretense and is like no other. It engages you; speaks your language fluently. And that language is luxury: in aesthetics, in function, in thought, inside and out. Having anything less is unacceptable. Let nothing hold you back...ever.  Apartment Home Features: High ceilings with exposed ductworkSoaring 11-foot ceilingsFloor-to-ceiling windowsPrivate, oversized terraces and balconiesFull-size washers and dryersOne parking spot includedFurnished Units AvailableKitchenAid stainless steel appliancesGranite countertopsWood-Mode cabinetsGrohe spa-inspired showers/soaking tubsDramatic, open loft residences including many two-level plansItalian Lualdi Porte interior sliding glass doors Community Amenities: Boutique setting24-hour concierge serviceHarris Teeter food and pharmacy on-siteStarbucks coffee on-siteResort-class rooftop pool and sun terrace3,000 square foot athletic clubExtraordinary entry lobbyInternationally inspired Architectural details and finishesControlled access garage parkingCats and large dogs welcome Pet Policy: Cats and large dogs welcome  Office Hours: Monday - Friday 9:00am - 6:00pmSaturday - 10:00am - 5:00pmSunday - 1:00pm - 5:00pm  Managed by Monogram Apartment Collection, LLC Equal Housing Opportunity Pricing may include current special and is subject to change without notice. Fri, Apr 24, 2015, 12:19:12 32672388959627623 
",dogs are OK - wooof,apartment,5,w/d in unit,attached garage,$3966,,1270,http://washingtondc.craigslist.org/nva/apa/4994445372.html
4994445829,Falls,US,38.899400,0,-77.189500,Church,available now,11739, 1,1 ,cats are OK - purrr,2016-04-24,"
        Variety is the spice of life. And the apartments at PeachTree of McLean have lots of amenities to explore. From outdoor splendor and sparkling pool to inviting interiors and spaces to mix and mingle with your friends and neighbors--there's something different around every corner. Not to mention the hundreds of shops and restaurants of Tysons Corner less than two miles away. 


Featured Apartment
1 Bedroom Midrise Building
763 Sqft
Available Today

Call Today for Pricing and Availability


*Apartment Features*

*Air Conditioning
*Balcony
*Cable Ready
*Dishwasher
*Elevator
*Gas Range
*Microwave
*New/Renovated Interior
*Oversized Closets
*View
*Washer & Dryer Available
*Garbage Disposal
*Patio
*Refrigerator



*Community Features*

*Accepts Credit Card Payments
*Business Center
*Clubhouse
*Emergency Maintenance
*Extra Storage
*Fitness Center
*Green Community
*High Speed Internet Access
*Laundry Facility
*Public Transportation
*Swimming Pool
*Trail, Bike, Hike, Jog
*Wireless Internet Access
*Conference Room
*Controlled Access
*On Site Maintenance
*On Site Management
*Pet Friendly
*Luxury Community

Cats Allowed
Deposit: 350

$35 monthly premium per cat (CATS ONLY)


*Additional Features

*Choice of mid-rise or garden living
*New white on white kitchens in all apartment homes
*Eat-in kitchen or sunroom
*Formal dining room in all apartment homes
*Washers & Dryers in garden style only
*Free laundry facilities in midrise building
*Abundant closet space
*Butler's window (in select units)
*Patios/balconies in all homes
*Dens available in select units
*Midrise controlled access
*BRAND NEW fitness center
*BRAND NEW clubroom
*BRAND NEW billiards room
*BRAND NEW business center
*Swimming pool and Patio Grilling Area
*Beautiful landscaping
*Next to shopping, park
*Cats welcome
*24-Hour maintenance

Call Today and Ask for Jonathan  for your personal tour
show contact info


2042 Peach Orchard Drive
Falls Church, VA 22043

Professionally Managed by
The Donaldson Group

EHO
",,apartment,23,w/d in unit,attached garage,$1675,,763,http://washingtondc.craigslist.org/nva/apa/4994445829.html
4994445923,Alexandria,US,38.791200,0,-77.081400,VA,available now,67500, 2,2 ,cats are OK - purrr,2015-04-24,"
2 Bed 2 Bath with Balcony and Pool ViewView More Photos and
Floor Plan Graphic / Vacancy Details!

See link below for more information.

http://www.TheShelby.HomeFinderCL.com/b/j0/qx/b4.html?i=BJ0QX&r=cl


The Shelby

 Call Now: 
show contact info

 6200 North Kings Highway, Alexandria, VA 22303

 ""B4-1 2BR/2BA"", 2 bed/2 bath, 1108 sqft, Flat/Single Level



 Interior FeaturesGourmet, chef-inspired kitchensImported white rose granite countertopsWhirlpool Stainless steel, Energy Saver appliancesMaple kitchen cabinetryKaindl wood plank flooring throughout the living/dining & kitchen areasFull-size washers and dryersPorcelain tiled bathrooms with granite countertops and linen closetsSpacious closets and kitchen pantries9' ceilingsKeyless entryOutdoor balconies and terraces*Moveable kitchen islands*, great for entertaining Community AmenitiesLocal Art from over 40 commissioned artistsFree WiFi and communal table in our warm and inviting lobbyCentral Fireplace, Open Kitchen, and Comfy Furniture in our Lounge24-Hour Fitness Center complete with The BoxStudy Area with 27"" MacPool hall with 90"" HDTVOutdoor Patio with Fire PitBackyard lawn with movie screen and pavilionLocal parkResort-style outdoor poolBark & Bubbles dog bathing stationBike Storage and Fix-It StationControlled Access Parking GarageEco-Conscious DesignElectric Car Charging Station

The monthly rental price stated on Craigslist is accurate at the time or post.
Please call to verify all pricing and availability as it may be subject to change daily.

EHO / Equal Housing Opportunity At The Shelby
:.- -.: :::..-.::::-.....-::-.:: :....-.....-.:::-::::.-..... :::.-...::

TozbcMvKpP agUJW FozbbyO Pozbwa rozbcHu aeKC aNMkZD Uozbwg EHO / This Property iS AN EquaL HOuSiNg opPortuNiTY pRovider YozbyoK ozb pIQgE Rla Lozba
    ",dogs are OK - wooof,apartment,4,w/d in unit,attached garage,$2196,,1045,http://washingtondc.craigslist.org/nva/apa/4994445923.html
4994448038,Centreville,US,38.843310,10,-77.436502,VA,available now,33750, 1,1 ,cats are OK - purrr,2015-04-24,"
        It took some searching, but you found it, the hidden GEM that is complete with EVERYTHING you are looking for:

- Fully Equipped Kitchen
- Dishwasher
- In-home Full-size Washer/Dryer
- Air Conditioning
- Individual Climate Control Ceiling Fan
- Balcony or Patio
- Great Storage Space
- Spacious Walk-in Closets for Extra Storage
- Access to Daylight from Open Floor Plans
- High Ceilings
- Separate Dining Room

But WAIT....it doesn't stop there. The community also features:
-Swimming Pool & Sundeck
-Amenities for Fun & Recreation
-Clubhouse
-High-definition Theater Room
-Free Wi-Fi Hotspot in Clubhouse
-Fitness Center Business Center
-Open 24 Hours a Day
-Resident Events
-Package Receiving
-Car Care Area
-Dog Park
-Beautifully Landscaped Grounds
-On-site Parking
-Close to Shopping, Dining, & Entertainment
-Close to Major Highways
-Close to Public Transportation
-Cats and Dogs Welcome
-Fairfax County Public Schools 

CALL NOW.... RIGHT NOW! This apartment won't last long! 

Office Hours
Monday: 9:00am to 6:00pm 
Tuesday: 9:00am to 6:00pm 
Wednesday: 9:00am to 6:00pm 
Thursday: 9:00am to 6:00pm 
Friday: 8:00am to 6:00pm 
Saturday: 10:00am to 5:00pm 
Sunday: 12:00pm to 5:00pm 

Your apartment home is waiting for you and is always backed by the professional and caring staff of Woodway at Trinity Centre! Call us today to schedule an appointment to tour our beautiful community! 

Our community is located off of 29, close to 66 and 28. Fairfax, Chantilly, Dulles, Reston, Fair Oaks, 
Herndon, Manassas, Centreville

Call us today for an appointment: 
 show contact info
or come by during office hours for a tour: 
5751 Wood Meadow Way, Centreville, VA 20120
    ",dogs are OK - wooof,apartment,8,w/d in unit,street parking,$1350,,660,http://washingtondc.craigslist.org/nva/apa/4994448038.html
