,city,country,latitude,location_data_accuracy,longitude,state,availability,average_image_size,bathroom,bedroom,cat,date_available,description,dog,housing_type,image_number,laundry,parking,price,smoking,square_footage,time_of_posting,url
5006882847,Rockville,US,39.078325,0,-77.136254,DC,available now,270000, 1,2 ,,2015-06-01,"
        This is a great house in Rockville on a quiet street but very close to Rockville Pike and a 7-min walk from Rockville metro. I've lived here for the past two years but my roommate is getting married and moving out. I like the house and location so much that I would really like to find a roommate and stay.  The current lease runs through the end of June but my current roommate is willing to move out a month early to accommodate a new tenant.

I am looking for a mature student or professional to sign a 1-year lease. I'd prefer a non-smoker. I would also prefer a light or non-drinker. Sorry no pets. You would have the bedroom pictured, which is on the first floor and your own bathroom, also pictured. The kitchen is large and beautiful, as is the living room. Gas range, granite countertops, separate dining area. I work a lot, usually 9am - 7ish and travel for work a decent amount so you will have the house to yourself a lot.

The couch, TV and dining room table are mine so it will be mostly furnished except for your room but there is also more space if you want to bring things in. I just took these pics today so they are a true representation.  There is also a shared office, which is also pictured.

Amenities:
- Laundry is in a shared space, accessible anytime
- Large deck off the kitchen with grill and medium sized yard
- Verizon Fios 50/25
- Off street parking (driveway)
- Several parks within walking distance

Move-in date is negotiable.  Any questions, just ask. I look forward to hearing from you.
    ",,house,12,w/d in unit,off-street parking,$850,,1106,2015-05-02  4:48pm,http://washingtondc.craigslist.org/mld/apa/5006882847.html
5006880643,Hyattsville,US,39.000500,0,-76.972300,DC,available now,0, 1,2 ,cats are OK - purrr,2015-05-05,"
        University City Apartment Homes!!!!

Charming Renovated 2 Bedroom with mature landscaped grounds,maple wood cabinets, stunning granite-look countertops, ceramic tile bathroom, beautiful hardwood floors,exceptional 24 hour emergency maintenance, and dynamic customer service .
 Bus and metro close by.

Give us a call today 
 show contact info

Contact Amparo
2213 University Blvd E Hyattsville, MD

*Prices are subject to change without  notice

EHO
    ",,apartment,0,laundry on site,,$1199,,,2015-05-02  4:47pm,http://washingtondc.craigslist.org/mld/apa/5006880643.html
5006702977,Laurel,US,39.119308,0,-76.844287,DC,available now,270000, 1,1 ,cats are OK - purrr,2015-05-02,"
        VIEW OUR WEBSITE:

http://www.theseasonsinlaurel.com

We are a pet friendly community. Bring your favorite little friend by for a tour today!

This is our largest one bedroom floor plan. 

The Seasons, managed by Berkshire Communities
9220 Old Lantern Way
Laurel, MD 20723
show contact info


Monday 8:30am - 5:30pm
Tuesday 8:30am - 5:30pm
Wednesday 8:30am - 5:30pm
Thursday 8:30am - 5:30pm
Friday 8:30am - 5:30pm
Saturday 10:00am - 5:00pm
Sunday 1:00pm - 5:00pm

[#1663214]
",dogs are OK - wooof,apartment,24,w/d in unit,off-street parking,$1233,,711,2015-05-02  2:53pm,http://washingtondc.craigslist.org/mld/apa/5006702977.html
5006713195,,,,,,,available now,270000, 1.5,3 ,cats are OK - purrr,2015-05-02,"
        Tree-lined courtyards and lush landscaping welcome you when you arrive at LaSalle Park Apartments, located in one of Hyattsville's established neighborhoods.

This three bedroom apartment features a spacious living room and separate dining area with private patio or balcony. 

LaSalle Park, managed by Gates Hudson
5443 16th Avenue #T3
Hyattsville, MD 20782
show contact info


VIEW OUR WEBSITE:

http://lasalleparkapts.com

[#1663328]
",dogs are OK - wooof,apartment,9,laundry on site,off-street parking,$1550,,920,2015-05-02  2:59pm,http://washingtondc.craigslist.org/mld/apa/5006713195.html
4973538686,,,,,,,available now,0, 2,4 ,cats are OK - purrr,2015-04-10,"
        Montgomery Village College Park






















 These units feature spacious bathrooms, kitchens, foot high ceilings, washer and dryer within each unit, alarm systems, central air, pest control service, cable ready and around the clock maintenance service. These apartments are located within a building occupied by TU students. Apartments located at 15th &amp; Giraud and are on the Owl Link and one block to subway and bus routes. Main Campus is less than 1 minutes by foot.
    ",dogs are OK - wooof,house,0,,,$1075,,1511,2015-04-11  2:17am,http://washingtondc.craigslist.org/mld/apa/4973538686.html
5006575171,New,US,38.952801,10,-76.869100,Carrollton,available now,270000, 1,1 ,cats are OK - purrr,2015-05-02,"
        Spacious One bedroom with wall to wall carpet, washer and dryer, ample amount of closet, and so much more. On our community we offer free parking, two swimming pools, pet friendly, and new recreational facilities coming soon. We are located within walking distance to the New Carrollton MD. Call in today to schedule your tour of this beautiful apartment home.

 Chinelo Nwozo 
Cambridge Apartments At New Carrollton Station
 5306 85th Ave 
New Carrollton MD 20784
show contact info

show contact info
",dogs are OK - wooof,apartment,3,w/d in unit,,$1180,,639,2015-05-02  1:39pm,http://washingtondc.craigslist.org/mld/apa/5006575171.html
5006488986,Rockville,US,39.051302,0,-77.104969,DC,available now,0, 1,1 ,,2015-05-02,"
        Bright and sunny Top floor unit, BALCONY ,Washer and Dryer in Unit. Close TO METRO and shopping centers, great schools, community swimming POOL and Tennis Court , plenty FREE parking, ALL Utilities INCLUDED! Available now . TEXT Gary Ozbenian REALTOR *
 show contact info
** RE/MAX Premiere Selections. 
 show contact info
App.fee $35.00 dollars per adult , Security deposit is $1,350.00 dollars ADDRESS 11903 Parklawn Drive Rockville, MD 20852 TEXT GARY  
 show contact info
 NO Short term Please & NO Pets
Location: Rockville / North Bethesda near White Flint
    ",,condo,0,w/d in unit,off-street parking,$1350,,800,2015-05-02 12:49pm,http://washingtondc.craigslist.org/mld/apa/5006488986.html
5006465236,,,39.000500,22,-76.972300,,available now,270000, 1,2 ,cats are OK - purrr,2015-05-02,"
The Communities At Arbor Vista  CALL US TODAY! 
 show contact info
x609  Sienna Creek 2 bedrooms 1 bath 900sqft  $1,185/mo  Welcome Home!  The Communities at Arbor Vista offer homes to fit any lifestyle ranging from studio to three bedroom apartment homes. You will feel right at home from the inside out with our large open floorplans that offer lots of natural light.  Call for an appointment and view your future apartment home today!  FLOORPLAN/UNIT AMENITIES:  * Carpeting  * Large Closets   * Dishwasher  * Refrigerator   * Disposal  * Gas Stove  * Air Conditioning  * Heating  * View  * Disability Access  * Cable/Satellite Available   PROPERTY AMENITIES:  * On-site Maintenance  * 24-Hour Emergency Maintenance  * Controlled Building Access  * Free Parking  * Fitness Center  * Pool  * Business Center  * Laundry  * Playground  * Picnic Area  * On-site Management  * Short Term Leases  * Spanish Speaking Staff  * Package Receiving  * Near Public Transit  MANAGED BY: Concierge Management Services CALL US TODAY!
show contact info
x609  9408 Adelphi Rd  Adelphi, md 20783 Equal Housing Opportunity
",dogs are OK - wooof,apartment,13,laundry in bldg,off-street parking,$1185,,900,2015-05-02 12:36pm,http://washingtondc.craigslist.org/mld/apa/5006465236.html
5006294762,Odenton,US,39.076200,0,-76.699600,DC,available now,270000, 1,1 ,cats are OK - purrr,2015-06-05,"
        Lease one of our beautiful one bedroom apartments by June 5, 2015 for a 14 month lease at a very low rate of only $1277.
Come home to The Point at Seven Oaks, a peaceful and quiet community, where you will find the winning combination of comfort, convenience, and value for a very affordable price.  The stylish and distinctive apartments with spacious floor plans offer all the great features you want in your home.
The Point at Seven Oaks is ideally located close to Fort Meade with quick access to Baltimore, Annapolis, and Washington DC. Entertainment, shopping, and fine dining are all close by.
The attention to detail and responsiveness to the needs of residents sets our skilled and professional management team above the rest. Your expectations will be met and exceeded with a superior level of customer service.

Call today for a tour!  We are very proud of our community and we invite you to visit us and we will be happy to show you around.

Apartment Features:
Spacious Closets
Built in Bookshelves
Fireplaces
Balcony/Patio
Renovated Units w/ upgraded appliances, new countertops & cabinets Soaring 9 ft ceilings Full size Washer/Dryer in unit with Separate Laundry area Ceiling Fan

Community Features:
Secured, Renovated Fitness Center
Wi-Fi Café
Rentable Clubhouse
Tot Lot
HUGE Dog Park
BBQ/ Picnic Area
Sparkling Swimming Pool with Sundeck
Kiddie Pool
*Business Center coming soon
",dogs are OK - wooof,apartment,4,w/d in unit,,$1277,,740,2015-05-02 10:55am,http://washingtondc.craigslist.org/mld/apa/5006294762.html
5006190743,Silver,US,39.049396,0,-76.980396,Spring,available now,270000, 2,2 ,cats are OK - purrr,2015-05-28,"
 www.WhiteOakTowers.com 
This great apartment is available for move-in as soon as 05/28/15.
Our Web site has so much more than this ad!
Get details on our neighborhood, apartments plus current prices
 and availability of our other apartments.
 Rent includes gas & electricity; you pay only water/sewer. 
Cats welcomed, no deposit or fees. We do not accept dogs.
Need more information? Call us 24/7 at 
 show contact info


20904, 20903, 20905, 20866, 20902, 20906, 20901, 20910, 20912, White Oak Shopping Center, Orchard Shopping Center, MLK Park and Swim Center, White Oak Library, AMC Center Park 8, Giant Grocery, Montgomery County, FDA Building, White Oak Community Center, Silver Spring Metro Stop, Red Line, Ride-On Bus Stop, Metro Bus Stop, Burnt Mills Elementary School, Spring Brook High School, White Oak Middle School, Jackson Road Elementary School, I-495,	I-95, Capital Beltway, cats, some utilities included, highrise, White Oak Towers, Kay Apartment Communities						

    ",,apartment,4,laundry in bldg,,$1548,,1085,2015-05-02  9:43am,http://washingtondc.craigslist.org/mld/apa/5006190743.html
4996762371,,,,,,,available now,270000, 1,2 ,,2015-05-01,"
        GROSVENOR PARK CONDO - LARGE 2-BEDROOM
RENT INCLUDES ALL UTILITIES AND CABLE
RENT INCLUDES FREE PARKING SPACES
AVAILABLE IMMEDIATELY
GROUPS WELCOME
WALK TO GROSVENOR METRO - RED LINE
ONLY 1-STOP TO NIH AND MEDICAL CENTER
WALK-IN MASTER BEDROOM CLOSET
HARDWOOD PARQUET FLOORS
TWO POOLS, TENNIS COURTS, FITNESS CENTER
GOURMET GROCERY STORE
SHORT OR LONG TERM LEASE AVAILABLE
SORRY NO PETS
    ",,condo,4,laundry in bldg,off-street parking,$1775,no smoking,1100,2015-04-26  7:41am,http://washingtondc.craigslist.org/mld/apa/4996762371.html
4995352458,,,,,,,available now,270000, 1,2 ,,2015-05-01,"
        GROSVENOR PARK - VERY LARGE 2-BEDROOM
RENT INCLUDES ALL UTILITIES, CABLE TV, FREE PARKING 
WALK TO GROSVENOR METRO - RED LINE
ONLY 1 STOP TO MEDICAL CENTER AND NIH
HARDWOOD PARQUET FLOORS
WALK-IN CLOSET
BALCONY OVERLOOKING LAKE
PLAYGROUND - POOL - TENNIS
AVAILABLE IMMEDIATELY
SHORT OR LONG TERM LEASE AVAILABLE
FITNESS & GROCERY STORE AVAILABLE
SORRY NO PETS

",,condo,4,laundry in bldg,off-street parking,$1775,no smoking,1100,2015-04-25  9:00am,http://washingtondc.craigslist.org/mld/apa/4995352458.html
5005794670,,,,,,,available now,270000, 1,1 ,,2015-07-01,"
        One FULLY furnished High-end basement is yours with the following amenities:

1) Utilities included in rent - including water, electricity, cable and wifi
2) You can also use the kitchen on the second floor
3) Use of your own exclusive 80 inch t.v. plus HD bluray player
4) Your own mini kitchen
5) Your own washer and dryer - and yes exclusive to you.
6) Your own mini theater room
7) Your own bedroom
8) Your own onsuite luxurious bathroom

If you are interested, please send an e-mail or leave a voicemail at 
 show contact info


The lease is for one year - available starting July 1, 2015.

One month advance and one month deposit is needed to move in. The deposit will be returned at the end of the lease term assuming no damages on the property and appliances and furniture
    ",,apartment,17,w/d in unit,street parking,$1290,no smoking,1100,2015-05-01 10:05pm,http://washingtondc.craigslist.org/mld/apa/5005794670.html
5001209204,Hyattsville,US,38.964700,0,-76.964900,DC,available now,0, 1,1 ,,2015-08-09,"
        Furnished one-bedroom condo is available on August 10.
All utilities (gas, water, electricity) and one car parking space are included in the rent. 
Walk to PG Plaza metro station (0.3 mile), shopping mall (Target, JCPenney,...etc),
bus stop in the front of the complex. Free bus to U. Maryland (College Park) for UMD students. 
The community has tennis courts and a swimming pool. Laundry machines in the building. NO PETS. Please contact by email for more information.
    ",,condo,0,laundry in bldg,carport,$1150,no smoking,740,2015-04-28 11:05pm,http://washingtondc.craigslist.org/mld/apa/5001209204.html
5005299409,rockville,US,39.069197,0,-77.111781,DC,available now,270000, 1,0 ,cats are OK - purrr,2015-05-01,"
FREE ACCENT WALL. REDUCED RENT $995.00 ON A ONE YEAR LEASE FOR A LIMITED TIME, ON SELECTED EFFICIENCY APARTMENT. Pet Friendly! Woof Woof! Meow!Dog Park Coming Soon!Call Now: 
 show contact info
Halpine View Apartments 13013 Crookston Lane, Rockville, MD, 20851Additional Information:This is a 368 Sq. Ft., Studio, 1 Bath, Apartment Home. This community is the 2014 PACE AWARD Winner Judge's Choice.Picture yourself living a 37-acre private retreat, a place where scenic pathways are lined by flowering gardens and picnic areas.Two blocks to Twinbrook Metro! Bordering Rock Creek Park, Halpine View offers modern garden and mid-rise apartments on a beautiful setting of 37 wooded acres, yet it is just minutes from downtown Rockville and all of its conveniences. Walk to Metro/Ride-On bus; close to NIH and HHS offices. 2005 Winners of the AOBA Apartment Community Excellence (AACE) award for our community and our leasing professional.Please contact us for more information:
show contact info

show contact info
 Apartment Home Features - Balcony or Patio - Wall to Wall Carpet - Ceramic Tile Paths - Black appliances* - Optional exposed natural brick dining room walls - Individually controlled heat and air conditioning - Cable TV available - Upper level garden apartments with cathedral ceilings - Volume reducing concrete floors in mid-rise apartments Community Amenities - Olympic size pool with sundeck - Playground - Picnic areas - Community lodge - Children's play area with activity fields - metro Bus at entrance of community - 2 blocks to Metro - 24-hour emergency maintenance - *select apartments Pet Policy Dogs and Cats allowed. Call for pet restrictions. Driving Directions FROM WASHINGTON:Connecticut Avenue North Up to the split. Bare left ( Staying on Connecticut Avenue) Turn Left onto Veirs Mill Road. Go approximately 3 miles. Turn Left on Twinbrook Parkway . Halpine View is one block on left. Office Hours Monday - Friday 10:00AM - 6:00PMSaturday 10:00AM - 5:00PM Sunday 12:00PM - 4:00PM  Managed by Grady Management, Inc. Equal Housing Opportunity Pricing may include current special and is subject to change without notice. Fri, May 01, 2015, 12:13:54 32672392764427623 
",dogs are OK - wooof,apartment,3,laundry on site,off-street parking,$995,,368,2015-05-01  3:20pm,http://washingtondc.craigslist.org/mld/apa/5005299409.html
5005292961,,,39.492600,22,-77.461200,,available now,270000, 1.5,1 ,cats are OK - purrr,2015-05-01,"
        Our complex offers a lot of extras that others do not. We have social activities. We are pet friendly. And we're located in one of the best spots in the city. Newly renovated one bedroom unit. Updated eat in kitchen with all appliances. New floors in every room. Unit has been painted now. Modern bathrooms with new fixtures. Master bedroom has walk-in closet. Huge windows and balcony to savor your view. One year lease. Lease includes utilities. Pets allowed. The unit is professionally cleaned. Building is in a safe & friendly neighborhood. Please message me if you're interested in a tour.
",dogs are OK - wooof,apartment,4,w/d in unit,off-street parking,$760,,,2015-05-01  3:17pm,http://washingtondc.craigslist.org/mld/apa/5005292961.html
5005164216,Hyattsville,US,38.922300,22,-76.875500,DC,available now,270000, 1,1 ,cats are OK - purrr,2015-05-01,"
        1 Bedroom 1 Bath Condo | 713 sq.ft. 

Location: 
2512 Markham Lane, 
Hyattsville, MD 20785 

Rent: $1,175 per month 
Security Deposit: One month's rent 
Lease Term: 1 year (flexible) 
Apartment Amenities: 
- Hardwood floors through-out
 - Granite counter-top 
- Stainless steel appliances 
- Dishwasher
 - Washer and dryer in unit 
- Forced Air Conditioning and Heating 
- Walk-in closet 
- Balcony 
- Building has restricted access

 Area Features:
 - 5 minutes from orange line (Landover) and blue line (Largo)
 - Close proximity to (less than 10 mins) to: 
o Groceries (Wegmans, Giant, Shoppers) 
o JC Penney, Old Navy, Costco 
o Restaurants (Ruby Tuesday, Outback, Cooper Canyon, Chili's, Chipotle, etc.) 
o I-495 Capital Beltway 
o Route 50 
o Baltimore-Washington parkway (295)
 o Best Buy, BJs, Bed Bath & Beyond, TJ Maxx, Target, movie theater, etc. 

Other things:
 - Utilities (gas and electric) are not included in rent 
- Available for immediate occupancy
 - Application fee - $25
 - Pets are allowed 
- Abundant parking (lot and street)
    ",dogs are OK - wooof,condo,7,w/d in unit,off-street parking,$1175,no smoking,713,2015-05-01  2:05pm,http://washingtondc.craigslist.org/mld/apa/5005164216.html
5001494543,TAKOMA,US,38.973044,0,-76.991109,PARK,available now,270000, 1.5,2 ,cats are OK - purrr,2016-04-29,"
        AVAILABLE FOR IMMEDIATE MOVE IN.............

You are responsible for electric & $30 a month for water/trash/sewage

* PLEASE CALL 
 show contact info
FOR MORE INFORMATION

VISIT US ONLINE: WWW.TAKOMALANDING.COM

790 FAIRVIEW AVENUE
TAKOMA PARK, MD 20912

HURRY IN PRICE/SPECIAL ARE SUBJECT TO CHANGE/END AT ANYTIME WITHOUT NOTICE

EHO
    ",,townhouse,7,w/d in unit,off-street parking,$1389,,1044,2015-04-29  8:57am,http://washingtondc.craigslist.org/mld/apa/5001494543.html
5001517677,Takoma,US,38.973607,0,-76.990128,Park,available now,270000, 1,2 ,cats are OK - purrr,2016-04-28,"
        WE COMBINE THE BENEFITS OF RESIDENTS WHO HAVE A VESTED INTEREST IN MAINTAINING A QUALITY COMMUNITY.... WITH A STAFF EQUALLY DEDICATED TO EXCEPTIONAL SERVICE. WE ARE LOCATED IN THE HEART OF TAKOMA PARK - SILVER SPRING AREA. 

EXCELLENT LOCATION, CLOSE TO SHOPPING, DINING AND ENTERTAINMENT.

WASHER AND DRYER, OVERSIZE WINDOW, WALK IN CLOSET,  BALCONY,FREE PARKING 

CALL FOR MORE DETAILS!  

**RESERVE YOUR NEW HOME TODAY!**

Takoma Landing Apartment
790 Fairview Avenue
Takoma Park, MD  20912

show contact info


Hurry in price/special are subject to change/end at anytime without notice 

EHO
    ",,townhouse,6,w/d in unit,off-street parking,$1389,,1044,2015-04-29  9:17am,http://washingtondc.craigslist.org/mld/apa/5001517677.html
5004877070,,,39.066800,0,-76.996900,,available now,270000, 1.5,2 ,,2015-05-01,"
        In prestigious Montgomery county, Silver Spring / Briggs Chaney --2 Bedroom, 1& 1/2 bath,  3 Level townhouse, Close to ride on bus, Wall to wall carpeting,  Master Bedroom
with Walk-in Closet, half a bath on entry level, bleached oak hardwood floors, glass sliding door opening 
to a deck, kitchen w/ceiling fan, dishwasher & disposal, full finished basement with wall to 
wall carpet, storage rooms, Washer and  dryer, central heat and air conditioning system, glass sliding door from basement opening to brick 
patio. , Reserved Parking, located in a quiet cul-de-sac.  ; Close to Laurel, Hyattsville, Bowie, Columbia, Silver Spring MD 20904

Please call 
 show contact info
    No text   and No email, please call 
 show contact info
",,house,13,w/d in unit,street parking,$1599,,2000,2015-05-01 11:28am,http://washingtondc.craigslist.org/mld/apa/5004877070.html
5004762562,Gaithersburg,US,39.112500,22,-77.251500,DC,available now,0, 2,2 ,,2015-05-01,"
  RENTAL INFO: Rental Rates: $1960 - $1975/monthLocation: 916 Beacon Square Ct Gaithersburg, MD 20878-5400Specials: Ask us about our newly upgraded units!Unit for Rent: 2-BR 2-BA |Square feet: 1122 sq ft | Lease Length: 3-Month, 6-Month, 12-Month LIST OF AMENITIESCommunity ** Controlled Access** Accepts Electronic Payments** Short Term Available** Onsite Management** Onsite MaintenanceUnit Features ** Patio or Balcony** Carpet** Dishwasher** Garbage Disposal   ADDITIONAL INFO:Pet Policy: Two pets allowed per apartment. Pets may be up to 80 lbs. Some breed restrictions apply. Please call for details.Dog(s). Cat(s). Weight Restriction. Contact Leasing Office: Beacon Place : 
 show contact info
  EQUAL HOUSING OPPORTUNITY
",,apartment,0,,,$1960,,1122,2015-05-01 10:21am,http://washingtondc.craigslist.org/mld/apa/5004762562.html
5004701544,Upper,US,38.837700,0,-76.798000,Marlboro,available now,0, 2,2 ,,2015-06-01,"
        Two bedroom condo. Parking available. Utilities not inclued.
    ",,condo,0,w/d in unit,off-street parking,$1800,,1050,2015-05-01  9:40am,http://washingtondc.craigslist.org/mld/apa/5004701544.html
5004700508,,,-85.050342,0,179.992769,,available now,270000, 1,2 ,,2015-06-01,"
        2 bedroom, 1 bath apartment with BALCONY! located in the Parkside Development with free community swimming pool, tennis court and club house. 5 minute walk to Grosvenor Metro and Strathmore. Minutes to NIH, Montgomery Mall, White Flint, the newly developed North Bethesda Whole Foods, I-270, I-495, as well as downtown Bethesda. 

Lots of light and hardwood floors throughout (no carpet), morning sun exposure in kitchen and dining area and living room. Kitchen floors are being replaced with porcelain tile. Master bedroom includes walk-in closet and 2nd closet. Second bedroom has its own closet. Free parking and Water, Gas, and Electric utilities INCLUDED. Washing machine/dryer in the building, one flight of steps down. Ready and wired for Fios. Separate storage area provided to you at no cost.

1 month security deposit, 1 year min lease Available June 1st.  Sorry NO PETS, per condo association 

Viewing available call for appt
    ",,apartment,6,laundry in bldg,off-street parking,$1700,,1040,2015-05-01  9:39am,http://washingtondc.craigslist.org/mld/apa/5004700508.html
5004548465,damascus,US,39.277473,0,-77.205863,DC,available now,270000, 2.5,3 ,cats are OK - purrr,2016-03-29,"
        end unit townhouse. Large finished basement with fireplace and half bath, washer n dryer in laundry room with lots of storage. Eat in kitchen with double sliding glass door to large deck.""Floating Staircase"" with real stained wood banisters. Living & Dining combination with half bath, entry foyer, large coat closet. Top floor large master bedroom with walk in closet n private master bath.
available to move in asap
pets allowed
call 
 show contact info
",dogs are OK - wooof,townhouse,5,w/d in unit,off-street parking,$1750,,,2015-05-01  6:10am,http://washingtondc.craigslist.org/mld/apa/5004548465.html
5004072512,,,38.999109,0,-77.026140,,available now,0, 1,1 ,cats are OK - purrr,2016-02-14,"
Colesville Towers

http://colesvilletowers.prospectportal.com/su/8tld
CONTACT US

Colesville Towers 8811 Colesville Road, Silver Spring, MD  20910 
show contact info
 http://colesvilletowers.prospectportal.com/su/8tld Office Hours:


Mon
:
9:00am - 6:00pm


Tue
:
9:00am - 6:00pm


Wed
:
9:00am - 6:00pm


Thu
:
9:00am - 6:00pm


Fri
:
9:00am - 6:00pm


Sat
:
10:00am - 5:00pm


Sun
:
12:00pm - 4:00pm





COMMUNITY AMENITIES

Laundry Facilities
On-site Maintenance
Swimming Pool
Fitness Center

EQUAL HOUSING OPPORTUNITY ADA ACCESSIBLE


Cat, Dog, Colesville Towers, Silver Spring, MD, Apartment for rent
    ",dogs are OK - wooof,apartment,0,laundry in bldg,attached garage,$1316,no smoking,900,2015-04-30  6:44pm,http://washingtondc.craigslist.org/mld/apa/5004072512.html
5004060200,Silver,US,39.066800,0,-76.996900,Spring,available now,270000, 2,2 ,cats are OK - purrr,2015-04-30,"
        Apartment Comforts
Step Down Living Room
Sun-Filled Breakfast Nooks
Large Kitchen Pantries
Dishwasher
Plush Wall to Wall Carpeting
Full Size Washer & Dryer in Each Apartment Home
Abundant Closet Space
Private Patio or Balcony

 Community
 Distinctions
24-Hour Fitness Center
Business Center
Olympic Size Swimming Pool
Lighted Tennis Courts
Community Room
Newly Renovated Hallways and Common Areas
Convenient Access to Public Transportation
Short Term Housing Available 


 Contact the Leasing Office today at 
 show contact info
ask for KEENA  to schedule your tour. Visit our websites www.ashfordatwoodlake.com and www.thedonaldsongroup.com to pre-qualify and download an application.

 ****Availability is limited and prices are subject to change***Restrictions apply***
    ",dogs are OK - wooof,apartment,12,w/d in unit,off-street parking,$1512,,1087,2015-04-30  6:35pm,http://washingtondc.craigslist.org/mld/apa/5004060200.html
5003915352,Silver,US,39.088602,0,-77.079434,Spring,available now,270000, 2,2 ,cats are OK - purrr,2015-05-01,"
        Are you looking for an amazing one bedroom apartment? Come to Ridgewood! We have amazing large floor plans that provide tons of space throughout your entire home! Awesome 42 inch HDTV mounted on the living room wall just for you!

Amazing specials of $0 application fee and $0 deposit with approved credit! Also 2 free parking spots, and a free visitor pass as well! We have special discounts that you might be eligible for such as Military, full-time student and many selected employer discounts! 

Give us a call today to take advantage of these amazing specials for an amazing apartment!

Ridgewood Apartments
4101 Postgate Terrace
Silver Spring MD 20906
Phone: 
 show contact info

",dogs are OK - wooof,apartment,12,w/d in unit,off-street parking,$1578,,1018,2015-04-30  4:59pm,http://washingtondc.craigslist.org/mld/apa/5003915352.html
5003901472,Laurel,US,39.091453,10,-76.847887,DC,available now,270000,,0,cats are OK - purrr,2015-04-30,"
Summerlyn Place  http://summerlynplace.prospectportal.com/su/q7pq CONTACT US  Summerlyn Place 14709 Shiloh Court, Unit X1, Laurel, MD 20708 
show contact info
 http://summerlynplace.prospectportal.com/su/q7pq Office Hours:   Mon : 9:00am - 6:00pm   Tue : 9:00am - 6:00pm   Wed : 9:00am - 6:00pm   Thu : 9:00am - 6:00pm   Fri : 9:00am - 6:00pm   Sat : 10:00am - 5:00pm   Sun : 12:00pm - 4:00pm      FLOORPLAN: One Bedroom One Bath w/Den  Sq Feet: 848.00  Rent: $1085.00 - $1189.00 Deposit: $300.00 - $300.00 Bed/Bath: 1/1  FLOORPLAN: Two Bedroom Two Bath w/Den  Sq Feet: 1056.00  Rent: $1545.00 - $1790.00 Deposit: $300.00 - $300.00 Bed/Bath: 2/2  COMMUNITY AMENITIES  Laundry Facilities On-site Maintenance Swimming Pool Kids Park Beautifully Landscaped grounds Free Ample Parking Some utilities included  EQUAL HOUSING OPPORTUNITY   
",dogs are OK - wooof,apartment,3,,,$1265,,848,2015-04-30  4:51pm,http://washingtondc.craigslist.org/mld/apa/5003901472.html
4959351766,,,,,,,available now,270000, 1,2 ,,2015-04-01,"
12213 Peach Crest Dr
Property Details:

$1,310
12213 Peach Crest Drive Unit L, Germantown, MD 20874
2 Bed, 1.0 Bath
The John Burgess Group of Realty Executives Premier is proud to present this two bedroom, one full bath condo located in the convenient community of The Knolls at North Lake. This light, bright & spacious home features a foyer entrance with ceramic tile flooring, living room / dining room combination with wood burning fireplace and sliders to balcony, kitchen with vaulted ceiling and breakfast bar, large bedrooms with excellent closet space, updated full bath and more. Conveniently located to major thoroughfares, public transportation, recreation, schools, shopping and restaurants, this home is a must see!



Equal Housing Opportunity
Information supplied by sellers. Deemed reliable, but not guaranteed.


",,condo,18,,,$1310,,,2015-04-01  2:44pm,http://washingtondc.craigslist.org/mld/apa/4959351766.html
5003735759,Gaithersburg,US,39.113829,5,-77.200391,DC,available now,270000, 1,1 ,cats are OK - purrr,2015-04-30,"
Contact info:The Crossings | Quadrangle | 
 show contact info
The Crossings9806 Mahogany Dr, Gaithersburg, MD 20878$1,435/mo KEY FEATURESSq Footage:  860 sqft.Bedrooms:  1 BedBathrooms:  1 BathParking:  1 Other | Guest parkingLease Duration:  1 Year (See Details Below)Deposit:  $500Pets Policy:  Cats & Dogs OKLaundry:  In UnitFloor:  1-4Property Type:  ApartmentDESCRIPTIONThank you for your interest in The Crossings at the Washingtonian Center! My name is Steve and I look forward to helping you in the process of finding your new apartment home. The Crossings is conveniently located between the Rio/Washingtonian Center and Downtown Crown in Gaithersburg, MD. Our community is just a stroll away from festive restaurants and extensive shopping. Just recently we had a Harris Teeter, LA Fitness and Starbucks open right across the street and will continue to have new stores and restaurants opening throughout this year! Mention this ad when you come in and one application fee will be waived.RENTAL FEATURESLiving roomDining roomWalk-in closetMaster bathFamily roomStorage spacePantryOfficeRange / OvenRefrigeratorDishwasherGarbage disposalFreezerBalcony, Deck, or PatioPondPorchHeat: forced airCentral A/CAir conditioningCable-readyFireplaceHigh / Vaulted ceilingCOMMUNITY FEATURESShared poolFitness centerNear transportationPlaygroundBarbecueBusiness centerTennis courtGuest parkingLEASE TERMSTenant is responsible for electric and water.  They also must provide proof of renter's insurance and confirmation of setting up the electric account. ADDITIONAL LINKS  Website: http://www.thecrossings-apts.com/Virtual Tour: http://www.thecrossings-apts.com/   Contact info: The Crossings Quadrangle 
show contact info

",dogs are OK - wooof,apartment,6,w/d in unit,off-street parking,$1435,,715,2015-04-30  3:14pm,http://washingtondc.craigslist.org/mld/apa/5003735759.html
