,address,city,country,latitude,location_data_accuracy,longitude,state,availability,average_image_size,bathroom,bedroom,cat,date_available,description,dog,housing_type,image_number,laundry,parking,price,smoking,square_footage,url
4980434545,,,,,,,,available now,270000, 1,0 ,cats are OK - purrr,2015-05-22,"
        Please call 
 show contact info
or email 
 show contact info
 to schedule a visit. Showing Mon-Sat 10am-5pm and Sundays 12pm-4pm.


Business Center 
Expansive Club Suite 
Games Room 
Conference Room 
Central Courtyard 
Rooftop Sundeck 
Resort-style Swimming Pool 
24-Hr. Fitness Center 
Two Clothes Care Facilities 
Garage Parking 
On-site Storage 
Easy walk to restaurants and retail 
High Speed Internet 
WALK TO METRO 
Garage Parling 
Resort-style Pool 
Availability 24 Hours 
Club House 
Concierge 
On Site Maintenance 
On Site Management 
Short Term Lease 
Storage Space 

Wall-to-wall living room windows 
Eat-in-kitchen 
Modern kitchen appliances 
Caterer's entry (select Units) 
Private patio and balconies (select Units) 
Ceramic Tile Flooring In Bathroom 
Wall-to-wall Carpet 
Separate dining area 
Cable and high-speed internet available 
Gourmet Kitchens 
Spacious Rooms 
Dishwasher 
Additional Storage 
Air Conditioner 
Ceiling Fan 
Controlled Access 
Disposal 
Garage 
Large Closets 
Microwave 
Refrigerator 
Wheel Chair 


Please call 
 show contact info
or email 
 show contact info
 to schedule a visit. Showing Mon-Sat 10am-5pm and Sundays 12pm-4pm.
    ",dogs are OK - wooof,apartment,9,w/d in unit,attached garage,$1595,,762,http://washingtondc.craigslist.org/nva/apa/4980434545.html
4984698059,,,,38.887100,22,-77.093200,,available now,0, 1,2 ,cats are OK - purrr,2015-05-01,"
 CALL US TODAY! 
show contact info
x530 THE CLARENDON1 bedroom 1 bath   861sqft   Please Call  DESCRIPTION:  Spacious one bedroom with den with a balcony overlooking the sparking pool. This unit features hardwood floors stainless steel appliances and granite counter tops.  Just steps from the Orange line, our convenient location is within walking distance of great restaurants, shopping and entertainment and provides easy access to I-66, I-395 and the George Washington Parkway.  1200 North Herndon Street  Arlington, va 22201  PROPERTY WEBSITE:  http://www.eqrworld.com/virginia/alexandria-arlington-apartments/clarendon/the-clarendon-apartments.aspx?ilsid=93
",dogs are OK - wooof,apartment,0,w/d in unit,attached garage,$2530,,861,http://washingtondc.craigslist.org/nva/apa/4984698059.html
4959640348,,,,,,,,available now,270000, 1,2 ,cats are OK - purrr,2015-04-18,"
        Please call 
 show contact info
or email 
 show contact info
 to schedule a visit.



* Designer kitchens with cherry wood cabinets
* Premium black appliances including built-in microwave
* Optional upgraded stainless steel package
* Oversized breakfast bar
* Track lighting
* Ceramic tile foyers, kitchens and bathrooms
* Wall to wall carpet, choose from two styles
* Abundant closets and optional extra storage space
* Full-size washer/dryer in every apartment home
* Two-tone beige walls with white trim
* Courtyard views available
* We have flexible lease terms, 3 -24 month leases are available

* Energy efficient windows with mini blinds
* Personal climate control gas heating
* Gas cooking
Controlled Access Buildings with a guest intercom


* Convenient to Pentagon City and Crystal City Metro Stations
* Metrobus stops in community
* Complimentary shuttle Service to Pentagon City Metro
* Less than 5 minutes to I-395 and I-66
* Located in a quiet, established neighborhood
* Walking distance to stores and restaurants

* Quiet, established, private neighborhood
* 24-hour club room with fireplace and cinema setup
* 24-hour business center with free wi-fi
* 24-hour state of the art fitness center
* Free off-street parking and/or optional controlled access parking garage
* Sparkling swimming pool
* Complimentary shuttle Service to Pentagon City Metro
* ""Managed with Pride"" staff
* Resident Services


",dogs are OK - wooof,apartment,14,w/d in unit,off-street parking,$1662,,787,http://washingtondc.craigslist.org/nva/apa/4959640348.html
4945506290,,,,,,,,available now,270000, 2,2 ,cats are OK - purrr,2015-05-07,"
        Please call 
 show contact info
or email 
 show contact info
 to schedule your appointment!

Open kitchen with breakfast bar
Dishwasher
Garbage disposal
Ice maker
Microwaves available
Washer and dryer in each apartment home
Abundant and sizable closet space
Separate formal dining room
Wall to wall carpet/mini-blinds
Neutral color schemes for flexible designing
Internet hookup available
Sprinkler systems
Patio or balcony
Courtyard and wooded views
Fireplaces in some units (3rd floor & up)

* Two seasonal outdoor pools with sundecks
* Picnic area with grill
* Fitness Facility
* Hospitality Suite
* Wireless Internet Cafe
* Elevators in each building
* One reserved parking space per home
* Lot parking
* Garage parking
* Additional parking available for a fee (based on availability)
* Visitor parking available 


Please call 
 show contact info
or email 
 show contact info
 to schedule your appointment!

",dogs are OK - wooof,apartment,11,w/d in unit,attached garage,$2310,,1090,http://washingtondc.craigslist.org/nva/apa/4945506290.html
4984697055,701 N Wayne St,Arlington,US,38.881811,10,-77.085701,VA,available now,270000, 1,1 ,cats are OK - purrr,2015-04-18,"
 CALL US TODAY! 
show contact info
x317 SHEFFIELD COURT1 bedroom 1 bath   690sqft   $1,515 - $1,580  DESCRIPTION:  Come check out this newly renovated 1-bedroom apartment home! Included in the fully-equipped kitchen is a gas stove dishwasher fridge & garbage disposal. We're pet friendly so your furry friend is welcome! Community amenities include an off-leash dog park pool clubroom & fitness center.  Located in the Courthouse neighborhood just off Route 50 in Arlington with easy access to the Courthouse Metro Station.  701 N Wayne St  Arlington, va 22201  PROPERTY WEBSITE:  http://www.eqrworld.com/virginia/alexandria-arlington-apartments/courthouse/sheffield-court-apartments.aspx?ilsid=93
",dogs are OK - wooof,apartment,6,w/d in unit,,$1500,no smoking,690,http://washingtondc.craigslist.org/nva/apa/4984697055.html
4959628218,,,,,,,,available now,270000, 2,2 ,cats are OK - purrr,2015-04-02,"
        Please call 
 show contact info
or email 
 show contact info
 to schedule a visit.

*******************************************
Swimming Pool
Playground
Picnic Area
Clubhouse
Fitness Center
Services for Our Residents
Recycling Program
Beautifully Landscaped Grounds
Off-street Parking

Fully Equipped Kitchen
Dishwasher
In-home Washer/Dryer
Central Air Conditioning
Balcony or Patio
Great Storage Space
Ceramic Tile Baths
New, Thermal-pane Windows


Close to Shopping, Dining, & Entertainment Close to Major Highways Close to Public Transportation Cats and Dogs Welcome, No Weight Limits
Fairfax County Public Schools

Please call 
 show contact info
or email 
 show contact info
 to schedule a visit.
    ",dogs are OK - wooof,apartment,9,w/d in unit,off-street parking,$1542,,985,http://washingtondc.craigslist.org/nva/apa/4959628218.html
4984678724,5375 Duke Street,Alexandria,US,38.812851,10,-77.124804,VA,available now,270000, 2,2 ,cats are OK - purrr,2015-04-18,"
 www.LondonParkTowers.com 
This great apartment is available for move-in immediately.
Our Web site has so much more than this ad!
Get details on our neighborhood, apartments plus current prices
 and availability of our other apartments.
 Rent includes gas & electricity--you pay only water/sewer. 
Cats welcomed--no deposit or fees. Sorry, we don't accept dogs.
Can't find what you want on our Web site?  Call us 24/7 at 
 show contact info


22304, 22312, 22310, 22311, 22302, 22314, Landmark Mall, Old Town Alexandria, United States Patent & Trademark Office, USPTO, Pentagon, City of Alexandria, Charles E. Beatley Jr. Library, Holmes Run Bike and Trail, Metro Bus Stop,	Van Dorn Metro, Pentagon Metro, Blue Line, Yellow Line, Dash Bus Stop, King Street Metro,	 Patrick Henry Elementary School, Francis C. Hammond Middle School,	TC Williams High School, TC Williams High School-Minnie Howard Campus, I-395, I-495, Capital Beltway, I-95, Cats, Some Utilities Included, Highrise, Midrise, London Park Towers, Kay Apartment Communities

    ",,apartment,4,laundry in bldg,,$1638,,1075,http://washingtondc.craigslist.org/nva/apa/4984678724.html
4984676275,,,,,,,,available now,270000, 1.5,2 ,cats are OK - purrr,2016-03-25,"
        Welcome to Crystal Woods Apartments !!!, a beautiful place to live. Our property features lush landscaping in a quiet, peaceful environment. You will enjoy the spacious apartments and wonderful neighbors. These one-, two-, and three-bedroom apartments are designed to bring you a pampered life, full of comfort and beauty. 

 Amenities include a spacious clubrooms, a fitness facilities, a pools, and endless taste and serenity.

-Half  Month Free
-Administrative fee was reduce to only $100

Convenient DC Commutes Located in Alexandria, VA, you're just a short drive from Old Town Alexandria and under 10 miles from DC, when you choose Crystal Woods as your next home! We are convenient to the Capital Beltway (I-495), I-95, and I-395, which makes for an easier commute to work. Plus, you'll love the recreational benefits that come from being so close to Washington, DC -- dining, shopping, museums, and concerts. -Call for a tour and for details At 
 show contact info
and Ask for Fanny. See more at: http://crystalwoodsapts.com
    ",dogs are OK - wooof,apartment,9,laundry in bldg,,$1634,,1020,http://washingtondc.craigslist.org/nva/apa/4984676275.html
4959674789,,,,,,,,available now,270000, 1,1 ,cats are OK - purrr,2015-04-18,"
        Great 1BR with W/D in unit

Please call 
 show contact info
or email 
 show contact info
 to schedule a visit
Showing Mon-Sat 10am-4:30pm and Sunday 12-4pm

Solid brick construction
Select from 6 designer floor plans

Designer kitchens with cherry wood cabinets
Premium black appliances including built-in microwave
Ceramic tile foyers, kitchens and bathrooms
Optional upgraded stainless steel package
Oversized breakfast bar
Wall to wall carpet, choose from two styles
Two-tone beige walls with white trim
Full-size washer/dryer in every apartment home
Track lighting
Gas cooking
Abundant closets and optional extra storage space
Courtyard views available
Every Brand New Home Also Features
Energy efficient windows with mini blinds
Personal climate control gas heating
""Managed with Pride"" staff
Resident Services
24-hour front desk, concierge and maintenance services
24-hour club room with fireplace and cinema setup
24-hour business center with free wi-fi
24-hour state of the art fitness center
Controlled Access Buildings with a guest intercom
Quiet, established, private neighborhood
Free off-street parking and/or optional controlled access
parking garage
Sparkling swimming pool
Complimentary shuttle Service to Pentagon City Metro
We have flexible lease terms, 3 -24 month leases are available

Please call 
 show contact info
or email 
 show contact info
 to schedule a visit
Showing Mon-Sat 10am-4:30pm and Sunday 12-4pm
    ",dogs are OK - wooof,apartment,14,w/d in unit,off-street parking,$1465,,640,http://washingtondc.craigslist.org/nva/apa/4959674789.html
4939943062,,,,,,,,available now,270000, 2,2 ,cats are OK - purrr,2015-03-19,"
        Awesome Old Town views from corner unit two bedroom with plenty of windows! Natural sunlight galore! True wow factor! Both bedrooms have walk in closets. Close to metro, dining and shopping
BOZVA13 contact Bianca!
    ",dogs are OK - wooof,apartment,5,w/d in unit,attached garage,$2703,,1289,http://washingtondc.craigslist.org/nva/apa/4939943062.html
4939946321,,,,,,,,available now,270000, 1,2 ,cats are OK - purrr,2015-03-19,"
        One and den is only $1,915! Open kitchen with plenty of counter and cabinet space! Den is great for home office, storage, 2nd bedroom- you name it! Close to metro, shops and dining! Contact Bianca on BOZDC13 today!
    ",dogs are OK - wooof,apartment,4,w/d in unit,attached garage,$1915,,,http://washingtondc.craigslist.org/nva/apa/4939946321.html
4948152935,,,,,,,,available now,270000, 1,2 ,cats are OK - purrr,2015-03-25,"
        Massive one and den on the 11th floor is perfect for two bedroom usage. Huge windows with awesome views. Open gourmet kitchen with breakfast bar is perfect for entertaining and plenty of closet space throughout! Rooftop pool lounge, gorgeous lounge areas, expansive gym and much more. Will not last so contact Bianca for a tour! GREVA18!
    ",dogs are OK - wooof,apartment,7,w/d in unit,attached garage,$2375,,,http://washingtondc.craigslist.org/nva/apa/4948152935.html
4984694542,Stafford at Washington Boulevard,Arlington,US,38.886340,0,-77.111042,VA,available now,270000, 1,1 ,,2015-05-01,"
        Comfortable, Clean, Quiet apartment in private home three blocks from the metro. Enjoy your own eat-in kitchen, bedroom, office, ample closet and bathroom, and enjoy the yard and deck.  Move in with your toothbrush, as everything is furnished! (We might even be able to come up with a brand new toothbrush!). Almost like a hotel living but at a fraction of the price. We include all utilities, wifi, cable television. Available May 1.
    ",,apartment,9,w/d in unit,street parking,$1500,no smoking,700,http://washingtondc.craigslist.org/nva/apa/4984694542.html
4984694425,901 N Nelson St,Arlington,US,38.882070,10,-77.103570,VA,available now,270000, 1,1 ,cats are OK - purrr,2015-04-18,"
 CALL US TODAY! 
show contact info
x403 VIRGINIA SQUARE1 bedroom 1 bath   701sqft   $2,055  DESCRIPTION:  Newly renovated, spacious & bright one bed / one bath recently available on the 11th floor of our building! This apartment features brand new renovations, energy efficient appliances & lighting. The home also includes: granite countertops, hardwood laminate flooring, walk-in closet, gas stove, washer/dryer, balcony, island kitchen & more. This home is available for an immediate move-in! Our highrise sits directly on top of the Virginia Square Metro and our building is also located adjacent to Starbucks, dry cleaning, a cafe / convenience store & more. This is an amazing place to live! Call to schedule an appointment and hear more!  901 N Nelson St  Arlington, va 22201  PROPERTY WEBSITE:  http://www.eqrworld.com/virginia/alexandria-arlington-apartments/virginia-square/virginia-square-apartments.aspx?ilsid=93
",dogs are OK - wooof,apartment,14,w/d in unit,attached garage,$2030,no smoking,701,http://washingtondc.craigslist.org/nva/apa/4984694425.html
4963026457,,,,,,,,available now,270000, 2,3 ,cats are OK - purrr,2015-04-03,"
        Just what you have been looking for! Luxury 2 bedroom, 2 bathroom with one den is the perfect amount of space! Gourmet open kitchen, huge closets, 2 pools, 24 hour gym, concierge and so much more. Garage parking available, easy access to metro, 95, 395 and 495! Contact Bianca today for a tour!MCRVA1!
    ",dogs are OK - wooof,apartment,4,w/d in unit,attached garage,$2920,,,http://washingtondc.craigslist.org/nva/apa/4963026457.html
4973166462,1205 N. Garfield St.,ARLINGTON,US,38.886223,0,-77.093425,VA,available now,270000, 1,1 ,cats are OK - purrr,2015-05-02,"
        Contact Mike @ 
 show contact info
or via email!

ASK ABOUT CASH BACK MOVE-IN INCENTIVES!

1 block from Clarendon Metro!

Beautiful unit available early May in the Residences at Station Square! Located in the heart of the Clarendon restaurant and shopping district. 

Walkscore: 93 of 100!

Condo:
- 1 bedroom, 1 bathroom, den/office
- Hardwood floors throughout
- Stainless steel appliances
- 42 inch kitchen cabinets, granite countertops in kitchen & bathroom
- Washer/Dryer in unit
- Custom built closet
- Verizon Fios available

Building Amenities:
- Secured access
- Assigned underground garage parking spot available
- Gold's Gym located within building and residents get a discounted membership
- Swimming Pool
- Large Private Party Room featuring a bar, full kitchen, pool table and TV screens
- Package Room
- On-site management team

Walk to the Clarendon metro, Starbucks, Whole Foods, Trader Joe's, Apple Store, Cheesecake Factory, Green Pig Bistro, Corkscrew, BracketRoom, Mister Days, Citizen Burger, Bowl'd, and much much more.

1205 N. Garfield St
Arlington, VA 22201
http://www.residencesatstationsquare.com/
    ",dogs are OK - wooof,apartment,9,w/d in unit,attached garage,$2395,,851,http://washingtondc.craigslist.org/nva/apa/4973166462.html
4959247089,,,,,,,,available now,270000, 1,1 ,cats are OK - purrr,2015-04-01,"
        Contact Bianca for a private tour. Will not last! Free resident shuttle to the metro, parking available, controlled access building. ROSVA5
    ",dogs are OK - wooof,apartment,5,laundry in bldg,attached garage,$1355,,,http://washingtondc.craigslist.org/nva/apa/4959247089.html
4959241665,,,,,,,,available now,270000, 1,1 ,cats are OK - purrr,2015-04-01,"
        Bright and sunny unit, pool, gym, parking, free shuttle to the metro. Contact Bianca for a tour. JBGVA6
    ",dogs are OK - wooof,apartment,5,laundry in bldg,attached garage,$1505,,,http://washingtondc.craigslist.org/nva/apa/4959241665.html
4984675740,5375 Duke Street,Alexandria,US,38.812851,10,-77.124804,VA,available now,270000, 1,1 ,cats are OK - purrr,2015-04-23,"
 www.LondonParkTowers.com 
This great apartment is available for move-in as soon as April 23, 2015.
Our Web site has so much more than this ad!
Get details on our neighborhood, apartments plus current prices
 and availability of our other apartments.
 Rent includes gas & electricity--you pay only water/sewer. 
Cats welcomed--no deposit or fees. Sorry, we don't accept dogs.
Can't find what you want on our Web site?  Call us 24/7 at 
 show contact info


22304, 22312, 22310, 22311, 22302, 22314, Landmark Mall, Old Town Alexandria, United States Patent & Trademark Office, USPTO, Pentagon, City of Alexandria, Charles E. Beatley Jr. Library, Holmes Run Bike and Trail, Metro Bus Stop,	Van Dorn Metro, Pentagon Metro, Blue Line, Yellow Line, Dash Bus Stop, King Street Metro,	 Patrick Henry Elementary School, Francis C. Hammond Middle School,	TC Williams High School, TC Williams High School-Minnie Howard Campus, I-395, I-495, Capital Beltway, I-95, Cats, Some Utilities Included, Highrise, Midrise, London Park Towers, Kay Apartment Communities

    ",,apartment,4,laundry in bldg,,$1142,,755,http://washingtondc.craigslist.org/nva/apa/4984675740.html
4984692882,,,,,,,,available now,270000, 2,2 ,cats are OK - purrr,2015-04-18,"
Welcome To Your New Home!The Beacon of Groveton Excel to New Heights. Call Now: 
 show contact info
 6870 Richmond Highway, Alexandria, VA, 22306Additional Information:http://live.woodresidential.com/1436ap Welcome to The Beacon of Groveton, our community of Alexandria, Virginia apartments! The Beacon of Groveton puts you at the center of a vibrant residential community. With our FREE shuttle service to the Huntington Metro Station, everything the Washington DC, Alexandria, Fairfax County and the surrounding metro area are only a short commute away! Our spacious apartments in Alexandria, VA include interior amenities like granite countertops and upgraded retro lighting fixtures. Enjoy the benefits of property features like a morning coffee service, Functional Fitness training facility, Media Theatre, Poker Room, and an outdoor Wet Lounge complete with a saltwater pool. Not to mention, with retail and shopping at your doorstep, you'll appreciate how our Alexandria, VA apartments combine the best of distinct living and modern convenience. Features - 29 Unique Studio, 1 and 2 Bedroom Floor Plans - Plank Flooring* - Custom-paned Noise-reducing Windows* - Espresso Colored Cabinetry - Custom Brushed Nickel Hardware - Kitchen Island with Breakfast Bar Seating - Granite Countertops - Upgraded Retro Lighting Fixtures - Ceramic Tile Backsplash in Kitchen - Relaxing Soaking Tubs* - Glass Panel Walk-in Showers* - Porcelain Tile Shower Surrounds and Flooring - Spacious Exterior Patios* - Conveniently Pre-wired for High-speed Data/Phone/Cable - Individual Climate Control with Energy Saving Programmable Thermostats - Walk-in Closets - Custom Closets Available - Crown Molding - Washer & Dryer (included in every apartment) - Fully Equipped Kitchens - Designer Black Appliances - Frost-free Refrigerator with Icemaker - Space Saver Microwave Ovens - Spacious Pantries *In select homes Amenities - FREE Shuttle Service to the Huntington Metro Station! - Retail and Shopping at Your Doorstep - Private Parking Deck - Controlled Access Entry - Beacon House Theatre -- featuring State-of-the-Art Media Equipment - Beacon Beach Club -- featuring Outdoor Wet Lounge complete with Saltwater Pool and Outdoor Entertainment Area - Outdoor Year Round Social Area featuring fire pits, water features, Zen seating and more. - The Hangar -- Über Modern Wi-Fi Café and Tech Lounge - Speakeasy Lounge -- featuring Trendy Clubroom and Pub with Pool Table and Shuffleboard Table - Beacon Sky Club- Poker Room - Simulator Video Gaming Room - Coliseum -- featuring Functional Fitness Training Center/Expresso Bikes - Concierge Services Available - Built by Energy Star Green Building Standards - In-room Dining Services Available - Morning Coffee Service - Storage Space Available - Smoke Free and Pet Free options available Pet Policy We welcome pets! Cats and dogs (breed restrictions apply) are accepted with a $500 one time non-refundable fee and $35-50 per month. Office Hours 10 am - 6 pm Monday - Friday 10 am - 5 pm Saturday 1pm- 5pm Sunday  Managed by Wood Residential Services Equal Housing Opportunity Pricing may include current special and is subject to change without notice. Sat, Apr 18, 2015, 07:48:11 32672385333727623 
",dogs are OK - wooof,apartment,16,w/d in unit,attached garage,$1850,,1086,http://washingtondc.craigslist.org/nva/apa/4984692882.html
4963222670,,,,,,,,available now,270000, 1,1 ,cats are OK - purrr,2015-04-04,"
        Open gourmet kitchen with island flows right into a bright and sunny living space. Large bedroom with plenty of closet space. The best of Old Town right outside of your door including a Harris Teeter! Contact Bianca today for a tour!BOZV15!
    ",dogs are OK - wooof,apartment,8,w/d in unit,attached garage,$2725,,897,http://washingtondc.craigslist.org/nva/apa/4963222670.html
4958907581,,,,,,,,available now,270000, 1,0 ,cats are OK - purrr,2015-04-01,"
        Bright and sunny studio in high rise community. Concierge, parking, gym, peaceful views. Contact Bianca for a tour. ROSVA5!
    ",dogs are OK - wooof,apartment,4,laundry in bldg,attached garage,$1225,,,http://washingtondc.craigslist.org/nva/apa/4958907581.html
4984690870,,,,38.837789,0,-77.093038,,available now,270000, 1,2 ,cats are OK - purrr,2015-04-18,"
        Park Shirlington Apartments. This is a great place to call home! 
Well laid out 2 bedroom,1 bath . The kitchen includes dishwasher, disposal and many cabinets.  Parking is ample for you and your guests. 

Our Community Includes:
 Olympic Size Pool 
 Playgrounds and Picnic Areas 
 Plenty of on-site Parking
 Dog & Cat Friendly Community 
 Friendly Leasing Staff
 Minutes from 395
 less than 10 minutes from Pentagon Metro station via bus

This two bedrooms and one bath apartment home features a spacious 825 SQFT living space that offer you all the comforts of home. You will enjoy the beautiful location nice size closets.  

Your apartment home is waiting for you and is always backed by the professional and caring staff of Park Shirlington Apartments! Call us today to schedule an appointment to tour our beautiful community! 

Please call 
 show contact info
and ask for Blanca or Ashanti to schedule your own private tour!
For more information see our website at: 
www.ParkShirlington.com/CL
www.ParkShirlington.com/Video
",dogs are OK - wooof,apartment,9,laundry in bldg,street parking,$1605,,825,http://washingtondc.craigslist.org/nva/apa/4984690870.html
4967638266,1210 N. Taft St,Arlington,US,38.887960,0,-77.081988,VA,available now,270000, 1,2 ,,2015-06-01,"
        Spacious 2BR/1BA apartment in Courthouse available June 1st. Rent is $2275, including all utilities and off-street parking. It is a corner apartment with a lot of natural light and a large kitchen. 2 large bedrooms and plenty of closet space. Very nice pool. 8-minute walk to Court House metro. 15-minute walk to the heart of Clarendon.
    ",,apartment,8,laundry in bldg,off-street parking,$2275,,1016,http://washingtondc.craigslist.org/nva/apa/4967638266.html
4984689582,,,,38.903300,22,-77.126300,,available now,0, 1,2 ,cats are OK - purrr,2015-04-18,"
        Welcome to Wood Lee Arms, where quality and comfort meet. Enjoy such amenities as wall-to-wall carpeting, individually-controlled heating and air-conditioning, and all utilities included in the monthly rent. Our community features newly installed windows for greater energy efficiency. We are ideally located near shops, parks, and restaurants. We also have extra large efficiencies, one, and two bedroom floorplans. Many of our apartments are fully renovated with new kitchens, ceiling fans, and dishwashers. Our on-site management will meet your needs in a friendly and efficient manner. You'll love calling Wood Lee Arms your new home.

Pet Policy:
cats only 25 lbs or less $20.00 pet fee per month
",,apartment,0,,,$1889,,1005,http://washingtondc.craigslist.org/nva/apa/4984689582.html
4984675397,2727 S. Quincy Street,Arlington,US,38.841794,10,-77.086447,VA,available now,270000, 1,1 ,cats are OK - purrr,2015-04-18,"
        We have  a fantastic one-bedroom, one-bathroom apartment home available for an immediate move in!  Our unique 1 bedroom apartment homes feature an incredible use of space:  from the spacious living room to the sprawling bedroom, these homes have so much to give. Our availability is limited, and pricing does change daily, so please call us today to schedule your personal tour and receive our most accurate pricing.
Call us at 
 show contact info
or email us at 
 show contact info
 to schedule an appointment...
We look forward to seeing you soon!
",dogs are OK - wooof,apartment,11,w/d in unit,attached garage,$1775,,717,http://washingtondc.craigslist.org/nva/apa/4984675397.html
4984665068,3407 Moray Lane,Falls,US,38.850200,0,-77.144800,Church,available now,270000, 2,2 ,,2016-04-15,"
        Best Bailey's Crossroads Location!

Welcome to Bailey House Apartments!

All Utilities Included
Parking Included
Walk To Shopping Center Next Door
Hardwood Floors
Fully Equipped Kitchen
Patio Area

Please call today to see your new home at 
 show contact info
or visit us online at www.fortstrongproperties.com!
    ",dogs are OK - wooof,apartment,4,laundry on site,off-street parking,$1675,,1144,http://washingtondc.craigslist.org/nva/apa/4984665068.html
4958945160,,,,,,,,available now,270000, 1,1 ,cats are OK - purrr,2015-04-01,"
        Over sized one bedroom! Plenty of closet space! Large windows and an awesome kitchen! Concierge, pool, gym, business center and peaceful views! Contact Bianca for a tour JBGVA6!
    ",dogs are OK - wooof,apartment,5,laundry in bldg,off-street parking,$1355,,765,http://washingtondc.craigslist.org/nva/apa/4958945160.html
4984652228,,,,,,,,available now,270000, 2,3 ,cats are OK - purrr,2015-04-18,"
The Residences at Moorefield Village  22555 Leanne Terrace Ashburn, va 20148 Property Website:  http://www.moorefieldvillageapts.com/  G-C1  3  bed / 2 bath /  From $2,086 Life is Better Here!  The Residences at Moorefield Village offers renters the very best combo of location and lifestyle. Situated in Ashburn, Virginia, The Residences at Moorefield Village offers spacious apartment homes. A destination community, featuring mid-rise and garden apartment homes in the heart of Moorefield Village. Here you can enjoy more amenities, top ranked schools, and just a bit more blue sky. Nestled west of the Dulles High Tech Corridor, you'll enjoy easy access to The Dulles Toll Road, popular shopping, dining, and many of the area's numerous corporate campuses.Take a refreshing dip or just lounge around our resort-style pool. Get a work-out in our 24-hour fitness center, recharge by playing a game of pool in our Activity Room, or enjoy the fresh air while reading your favorite book in our beautifully landscaped courtyard.Location is King! The Residences at Moorefield Village provides commuters with instant connectivity to the I-495 and Rte. 28, and offers residents the ability to walk to The Shops at Moorefield Village, 150,000 square feet of some of the hottest restaurants and retailers.  Floor Plan/Unit Amenities:  * Window Coverings  * Separate Dining Room  * Air Conditioning  * View  * Large Closets  * Carpeting  * Disability Access  * Disposal  * High Ceilings  * Refrigerator  * Patio/Balcony  * Dishwasher  * Ceiling Fan  * Individual Climate Control  * Microwave  * Washer/Dryer in Unit  * Cable/Satellite Available  Property Amenities:  * BBQ/Picnic Area  * Sundeck  * High Speed Internet Available  * Package Receiving  * Elevator  * Fitness Center  * Courtyard  * On-site Management  * Parking  * Business Center  * Clubhouse  * Controlled Access  * On-site Maintenance  * Short Term Lease  * Pool  * Rec Room Lease Terms: Variable Terms Available Parking:Type - Covered Lot Guest Parking Available Pet Policy: Cats and Dogs are allowed. There is a 80lb combined weight maximum for pets. Office Hours:Monday:   10:00am to 6:00pm Tuesday:   10:00am to 6:00pm Wednesday:   10:00am to 6:00pm Thursday:   10:00am to 6:00pm Friday:   10:00am to 6:00pm Saturday:   10:00am to 5:00pm Sunday:   12:00pm to 5:00pm Management Company: Greystar Want more information? http://unit-availability.com/lead/101026115652/1?extnId=4370372 Call Us Today! 
 show contact info
x238 Equal Housing Opportunity
    ",dogs are OK - wooof,apartment,9,w/d in unit,off-street parking,$2086,,1410,http://washingtondc.craigslist.org/nva/apa/4984652228.html
4984678364,,,,,,,,available now,270000, 2,2 ,cats are OK - purrr,2015-04-18,"
Stoneridge Apartments  http://stoneridgeatmarkcenter.prospectportal.com/su/7j9j CONTACT US  Stoneridge Apartments 5797-A Rayburn Avenue, Alexandria, VA 22311 
show contact info
 http://stoneridgeatmarkcenter.prospectportal.com/su/7j9j  Located in the heart of Alexandria, Hillwood at Mark Center combines the excitement of Northern Virginia  with the tranquility of a natural setting. The apartments of Hillwood and StoneRidge at Mark Center blend the best of both worlds. Imagine a community of beautifully renovated apartments in Alexandria, VA, surrounded by seven tennis courts, three swimming pools, miles of nature trails and a host of appealing amenities. When it comes to Alexandria rental apartments, Hillwood and StoneRidge at Mark Center are something that has to be seen to be believed. FLOORPLAN: 2 Bedroom 2 Bath Alcove (StoneRidge)  Sq Feet: 1130.00  Rent: $1630.00 - $2205.00 Bed/Bath: 2/2  COMMUNITY AMENITIES  Direct access to I-395 3 swimming pools 7 tennis courts Miles of walking trails Complete health club facilities Residents` lounge & party room Easy access to The Shops at Mark Center Complimentary weekday morning & afternoon shuttle to Pentagon City Metro Playgrounds Picnic areas Business center  EQUAL HOUSING OPPORTUNITY   
",dogs are OK - wooof,apartment,11,w/d in unit,off-street parking,$1630,,1130,http://washingtondc.craigslist.org/nva/apa/4984678364.html
4959645274,,,,,,,,available now,270000, 2,2 ,cats are OK - purrr,2015-04-02,"
        Please call 
 show contact info
or email 
 show contact info
 to schedule your appointment!

Open kitchen with breakfast bar
Dishwasher
Garbage disposal
Ice maker
Microwaves available
Washer and dryer in each apartment home
Abundant and sizable closet space
Separate formal dining room
Wall to wall carpet/mini-blinds
Neutral color schemes for flexible designing
Internet hookup available
Sprinkler systems
Patio or balcony
Courtyard and wooded views
Fireplaces in some units (3rd floor & up)

* Two seasonal outdoor pools with sundecks
* Picnic area with grill
* Fitness Facility
* Hospitality Suite
* Wireless Internet Cafe
* Elevators in each building
* One reserved parking space per home
* Lot parking
* Garage parking
* Additional parking available for a fee (based on availability)
* Visitor parking available 


Please call 
 show contact info
or email 
 show contact info
 to schedule your appointment!

",dogs are OK - wooof,apartment,11,w/d in unit,attached garage,$2415,,1090,http://washingtondc.craigslist.org/nva/apa/4959645274.html
